,rank1,rank2
3218,21950,22030
3219,29136,31328
3220,31684,39614
3221,38204,32789
3222,31364,36310
3223,28043,30103
3224,32661,35327
3225,28902,25737
3226,28906,34826
3227,35337,30684
3228,29704,39814
3229,35876,36617
3230,36278,35469
3231,22915,33906
3232,39715,29924
3233,34602,33296
3234,31478,35051
3235,32601,28067
3236,28081,30075
3237,31202,25865
3238,28893,29677
3239,22791,26762
3240,22553,32674
3241,21123,21463
3242,32558,28324
3243,29362,20441
3244,23013,27200
3245,26405,33644
3246,37409,30025
3247,34306,27923
3248,35163,34173
3249,20443,23192
3250,20287,32389
3251,22646,31249
3252,20481,35651
3253,23936,32772
3254,26153,35340
3255,30059,35616
3256,39452,23433
3257,35246,26817
3258,32237,39504
3259,23349,36281
3260,32749,34123
3261,39020,28071
3262,24386,21981
3263,29413,26140
3264,28916,30848
3265,25844,35397
3266,20668,34267
3267,39461,35534
3268,25592,31075
3269,32187,20835
3270,24828,28094
3271,34829,28844
3272,38247,24778
3273,30325,35862
3274,22535,24421
3275,39297,38980
3276,27301,35443
3277,28282,32669
3278,38495,39107
3279,22984,35169
3280,30203,30227
3281,29300,22051
3282,26703,35125
3283,26324,26463
3284,29719,31798
3285,23014,28697
3286,30208,21729
3287,37562,28380
3288,31268,28529
3289,28819,30463
3290,24215,33204
3291,27404,20382
3292,34575,37994
3293,33356,36553
3294,33148,24664
3295,34119,36373
3296,28170,21746
3297,36989,26057
3298,32515,27664
3299,35978,28897
3300,25368,36449
3301,20525,30402
3302,24762,31173
3303,27944,26925
3304,20873,24947
3305,27741,25462
3306,20394,34854
3307,21165,21557
3308,20944,30426
3309,29363,29440
3310,31182,27074
3311,23858,35137
3312,32106,38823
3313,37513,35848
3314,25364,32078
3315,36620,33036
3316,28403,32562
3317,21351,28481
3318,28886,26970
3319,35769,32542
3320,37157,30788
3321,29651,34792
3322,34596,23030
3323,36856,29553
3324,21352,29635
3325,36404,35546
3326,23455,20365
3327,35036,20128
3328,33554,35425
3329,27722,30008
3330,24449,32283
3331,20465,28464
3332,25914,36328
3333,20711,21043
3334,32474,21738
3335,30261,20332
3336,38570,37966
3337,37762,20069
3338,25640,27153
3339,38948,29725
3340,36275,20832
3341,27481,37674
3342,23094,30399
3343,35856,28578
3344,25122,35329
3345,27089,32975
3346,22722,34865
3347,34716,24102
3348,32163,23977
3349,22163,37800
3350,31114,38416
3351,29278,21417
3352,23838,30271
3353,31753,22497
3354,29978,25995
3355,22570,26134
3356,31890,38880
3357,32799,20737
3358,35668,26767
3359,27833,38274
3360,28148,24356
3361,39942,39668
3362,35346,38828
3363,34467,29299
3364,32838,32821
3365,31731,20172
3366,31819,27600
3367,24312,39793
3368,20325,28127
3369,33012,22037
3370,35500,38201
3371,20049,20767
3372,28049,33930
3373,23655,25994
3374,28187,32033
3375,26092,37624
3376,22110,25129
3377,31651,27366
3378,25514,27956
3379,38148,25247
3380,33487,38844
3381,25743,35360
3382,29103,34441
3383,29911,25376
3384,33313,29459
3385,38211,26687
3386,30000,34211
3387,39269,26406
3388,38445,29223
3389,34968,31805
3390,25451,39831
3391,33988,33009
3392,38325,22400
3393,26384,27422
3394,25230,36711
3395,28814,25238
3396,23547,25831
3397,39711,39538
3398,38326,22358
3399,29706,23728
3400,23983,38623
3401,33872,23960
3402,23397,23997
3403,26827,24654
3404,37061,25000
3405,27730,25555
3406,29355,22333
3407,21150,28546
3408,27139,29264
3409,38861,36480
3410,25202,22455
3411,27090,22370
3412,24718,22293
3413,21391,30696
3414,22698,21112
3415,20381,39857
3416,37149,26987
3417,36528,35111
3418,21933,23318
3419,39794,29777
3420,26476,28020
3421,29129,20611
3422,33258,37101
3423,20938,29064
3424,22371,26850
3425,24977,25384
3426,39265,37821
3427,31231,37988
3428,37161,26219
3429,32936,29883
3430,38638,27154
3431,30751,27886
3432,28450,38887
3433,26898,38373
3434,26179,35701
3435,27475,33992
3436,24719,39242
3437,34797,25433
3438,20752,28024
3439,30158,39128
3440,26731,36105
3441,27748,37339
3442,39648,23500
3443,21579,35354
3444,26635,33670
3445,30405,27276
3446,37534,30731
3447,23043,34054
3448,30644,29328
3449,26936,35420
3450,28834,30578
3451,22717,32115
3452,26716,25020
3453,38599,32750
3454,28160,35286
3455,27542,35068
3456,25489,31530
3457,21832,26794
3458,27073,30398
3459,36358,33912
3460,29312,32596
3461,32630,37231
3462,24904,20048
3463,22097,37663
3464,25604,26205
3465,26764,30001
3466,28558,37664
3467,32999,28768
3468,33896,39705
3469,26093,31774
3470,37747,30680
3471,20658,26521
3472,39986,35585
3473,24383,24751
3474,27643,29586
3475,29764,28381
3476,24400,24265
3477,29123,26387
3478,33594,21970
3479,37757,34921
3480,20992,39005
3481,38618,31377
3482,30941,39594
3483,33952,37849
3484,36858,34940
3485,39742,23519
3486,33226,37546
3487,38057,36113
3488,24831,36062
3489,38240,32143
3490,20416,26981
3491,25478,28507
3492,27950,27798
3493,36674,37539
3494,20624,33433
3495,27196,24333
3496,21769,20438
3497,22136,34490
3498,36568,33242
3499,24082,24971
3500,32901,28890
3501,30843,37780
3502,22045,31975
3503,23860,30643
3504,27724,36537
3505,26610,29071
3506,25585,32339
3507,31612,21166
3508,34001,23314
3509,30094,35816
3510,37728,30189
3511,20917,28764
3512,32346,26671
3513,20946,29309
3514,34735,35656
3515,32482,31970
3516,32205,26501
3517,25336,33048
3518,35850,20898
3519,26145,28033
3520,24886,37270
3521,39371,36271
3522,32938,25829
3523,26228,34825
3524,23861,34214
3525,24204,20264
3526,37077,26788
3527,25696,33140
3528,29094,31647
3529,35916,30496
3530,35723,20424
3531,37072,23765
3532,39331,26631
3533,36793,24675
3534,31529,26602
3535,37064,31745
3536,24642,26913
3537,27726,24466
3538,38744,33913
3539,36552,34588
3540,25842,34746
3541,34244,36469
3542,26670,33630
3543,35532,29959
3544,22199,26834
3545,36359,35167
3546,37832,24959
3547,32209,30928
3548,21837,22023
3549,31504,35210
3550,36682,29148
3551,38005,32058
3552,23774,29907
3553,32599,28851
3554,22257,29639
3555,37931,36714
3556,33050,21976
3557,24570,37588
3558,32005,26201
3559,33824,25171
3560,21278,36333
3561,38051,27181
3562,31984,32317
3563,29453,28115
3564,39240,30574
3565,28746,30154
3566,22267,36291
3567,31376,29048
3568,22454,30661
3569,34347,39460
3570,25313,23761
3571,21381,25027
3572,28201,29195
3573,39666,37650
3574,34127,20676
3575,32704,24875
3576,28231,24891
3577,33070,34019
3578,22117,21183
3579,27173,20789
3580,24415,38746
3581,34847,26294
3582,23957,24966
3583,23171,26527
3584,26818,34469
3585,34381,35455
3586,33637,25942
3587,34739,29676
3588,23424,25904
3589,32014,34908
3590,33949,29965
3591,39571,33457
3592,28097,24797
3593,26637,29650
3594,36927,20645
3595,23847,25510
3596,33769,20934
3597,34866,38119
3598,26714,20079
3599,28007,27699
3600,37280,27940
3601,31303,28806
3602,31089,20386
3603,26984,26598
3604,21741,22075
3605,29375,27211
3606,32903,28168
3607,27785,33058
3608,36829,36980
3609,39523,25175
3610,34430,38619
3611,29819,39719
3612,34788,36297
3613,38419,22085
3614,33425,29114
3615,25837,32066
3616,38413,37307
3617,22707,34225
3618,28766,31627
3619,39695,20982
3620,37508,23651
3621,25048,33609
3622,28197,23353
3623,22331,29423
3624,21484,26042
3625,35682,35083
3626,29323,31585
3627,28021,38534
3628,27121,35621
3629,24698,27152
3630,25057,34212
3631,34377,21920
3632,28326,34221
3633,21570,24270
3634,34458,36132
3635,25787,34796
3636,38710,37827
3637,30884,24655
3638,36264,34592
3639,34074,27093
3640,28053,29209
3641,35889,38901
3642,26186,36599
3643,21285,33285
3644,38377,32023
3645,31190,20535
3646,21891,37504
3647,39367,29155
3648,23701,31803
3649,21781,35955
3650,37176,28530
3651,26017,20182
3652,25168,31916
3653,28473,23149
3654,39042,35126
3655,23184,30192
3656,38674,35941
3657,32523,25117
3658,34933,30083
3659,31952,38645
3660,33097,28927
3661,33863,37708
3662,36562,28478
3663,37051,38099
3664,28695,36676
3665,36183,26905
3666,37366,21227
3667,24662,25466
3668,28643,38944
3669,30929,23136
3670,31921,30085
3671,25891,37595
3672,28583,21889
3673,29295,35188
3674,27926,32937
3675,35470,39922
3676,27908,29956
3677,27537,23798
3678,30639,34415
3679,29931,26956
3680,22322,31300
3681,36429,33118
3682,25532,25500
3683,36115,21118
3684,22116,25763
3685,32028,24806
3686,34725,32992
3687,37509,36224
3688,35589,39273
3689,29786,28858
3690,36168,23794
3691,32853,32410
3692,36627,22404
3693,27346,34525
3694,31882,34289
3695,34675,25568
3696,20055,36604
3697,27480,24011
3698,30657,20823
3699,31552,23218
3700,23733,27479
3701,24629,38722
3702,29030,37190
3703,35146,26471
3704,34031,31490
3705,36702,30609
3706,22192,32893
3707,27313,37752
3708,38685,33023
3709,39783,28249
3710,32977,35023
3711,39337,25431
3712,28884,20558
3713,28724,25624
3714,39741,32002
3715,36779,34036
3716,31658,32773
3717,31913,21558
3718,39076,29809
3719,23386,22250
3720,39935,21847
3721,21822,28605
3722,29022,20501
3723,37936,27463
3724,26607,24158
3725,21870,34312
3726,25698,32765
3727,23510,30664
3728,25827,31237
3729,22558,29632
3730,32842,24249
3731,32406,37987
3732,38779,31244
3733,35957,25246
3734,22820,36407
3735,35220,34671
3736,39665,22966
3737,20999,21218
3738,31842,24160
3739,25509,27429
3740,24086,24335
3741,37323,35869
3742,20019,24935
3743,34764,26357
3744,39593,30783
3745,32457,20131
3746,28175,21618
3747,32529,30519
3748,34057,31801
3749,27365,34315
3750,22452,22173
3751,22335,39381
3752,20089,22284
3753,22166,25674
3754,36237,39385
3755,25611,38684
3756,37998,31309
3757,29736,27866
3758,35725,20664
3759,32882,32221
3760,38143,39552
3761,28743,39795
3762,39193,30341
3763,36622,27636
3764,28434,33858
3765,20242,27514
3766,27561,34071
3767,27215,26224
3768,33634,23462
3769,23394,33289
3770,32234,33960
3771,33038,27189
3772,33095,37005
3773,35472,38407
3774,24937,20338
3775,30448,25359
3776,24491,33724
3777,29997,37670
3778,21412,27057
3779,37455,36522
3780,22910,32046
3781,31198,29808
3782,21466,28869
3783,39961,27805
3784,27979,33333
3785,24433,38258
3786,29259,37932
3787,37361,21401
3788,37964,20118
3789,33580,21069
3790,37854,27554
3791,29559,28003
3792,24318,26504
3793,29798,37876
3794,38420,23255
3795,37818,20366
3796,25301,24439
3797,35266,24637
3798,24665,26354
3799,37990,33067
3800,28255,36421
3801,22679,33485
3802,27045,39081
3803,25721,26941
3804,31218,30975
3805,39816,26203
3806,39444,21873
3807,28848,20985
3808,24240,21961
3809,23869,20519
3810,37448,32993
3811,39376,29832
3812,32528,22346
3813,36712,33986
3814,25229,33428
3815,20050,36335
3816,33761,24289
3817,24231,25736
3818,25928,24164
3819,27974,34065
3820,22190,26314
3821,39411,38579
3822,26237,35611
3823,22208,21326
3824,24247,23299
3825,30635,32869
3826,29642,23796
3827,33876,29187
3828,36513,39258
3829,20807,21693
3830,33444,37287
3831,37915,25897
3832,23812,37347
3833,20324,22170
3834,32594,29474
3835,22878,21051
3836,28415,22241
3837,26326,34842
3838,30945,35454
3839,22072,33958
3840,21415,26047
3841,39310,31608
3842,29385,23503
3843,36514,26403
3844,27772,39934
3845,24149,22692
3846,22197,36774
3847,35440,34819
3848,26682,36400
3849,36749,22700
3850,38242,33320
3851,31591,27794
3852,36555,20095
3853,27016,25028
3854,36481,26756
3855,39156,34594
3856,23108,24705
3857,39300,31412
3858,39368,20896
3859,34078,25602
3860,39755,26990
3861,30222,36974
3862,36137,22760
3863,36433,22441
3864,23421,37091
3865,27559,28354
3866,27138,33438
3867,20829,29222
3868,29177,35527
3869,33195,26916
3870,26534,27347
3871,26796,26341
3872,21360,39543
3873,32713,36680
3874,29501,26234
3875,21722,20731
3876,30318,35043
3877,31976,36061
3878,29563,29743
3879,24004,21308
3880,28956,20783
3881,38511,28293
3882,33812,31209
3883,30752,33742
3884,25443,39615
3885,23752,35476
3886,28058,35751
3887,31589,36817
3888,37419,37760
3889,24299,36827
3890,36350,23384
3891,23914,35745
3892,28846,26797
3893,24207,36642
3894,30650,33902
3895,25436,21727
3896,24109,26535
3897,32888,25977
3898,38184,29833
3899,24346,38313
3900,37934,20628
3901,22886,35891
3902,37494,21048
3903,31853,36800
3904,25803,24485
3905,22721,34621
3906,33125,34966
3907,20419,23544
3908,36267,27897
3909,29860,21164
3910,23083,36855
3911,23693,26000
3912,39202,21477
3913,31199,29422
3914,27126,20051
3915,27945,32862
3916,34676,24620
3917,30856,38734
3918,30655,37937
3919,35970,36097
3920,21918,39872
3921,39082,32873
3922,34598,34927
3923,27693,34978
3924,36176,33034
3925,24681,20278
3926,34142,28599
3927,27203,33391
3928,38122,31955
3929,20076,37749
3930,33486,29727
3931,21687,34149
3932,21011,39983
3933,26781,31727
3934,22927,20275
3935,25677,37970
3936,28265,39236
3937,26426,32550
3938,26184,34317
3939,27178,27450
3940,30372,26368
3941,28452,36960
3942,24073,32074
3943,28540,27889
3944,37869,34270
3945,25265,27101
3946,36249,32600
3947,21517,38469
3948,31128,30176
3949,38982,33860
3950,23092,33504
3951,27601,27509
3952,23737,27473
3953,26499,35376
3954,25080,29936
3955,27187,34537
3956,38586,30504
3957,25072,30740
3958,30957,25385
3959,31962,39096
3960,29623,29135
3961,23671,33344
3962,29357,38594
3963,34095,33901
3964,34528,32514
3965,37837,34341
3966,21597,28826
3967,26455,37809
3968,30093,28621
3969,39393,26747
3970,34435,29194
3971,32797,32403
3972,20258,34295
3973,26597,25498
3974,31596,20260
3975,30610,34667
3976,31693,24550
3977,29940,25200
3978,30297,29756
3979,29120,35788
3980,38596,32076
3981,23962,26667
3982,23377,31401
3983,24331,36364
3984,38506,31611
3985,39442,31836
3986,30613,26711
3987,30628,20484
3988,36279,30796
3989,24049,21812
3990,26985,26765
3991,32693,27179
3992,29488,20166
3993,24863,20646
3994,24766,30255
3995,24609,36869
3996,30066,28353
3997,38521,22357
3998,36377,32495
3999,29374,37603
4000,27455,36386
4001,25321,27109
4002,35821,20474
4003,31276,32588
4004,32452,31367
4005,31742,31342
4006,27105,34129
4007,31555,25881
4008,28404,31926
4009,33781,26418
4010,20375,22062
4011,26425,33543
4012,22528,25054
4013,24835,36600
4014,20572,35907
4015,32796,31452
4016,21979,21630
4017,25318,25189
4018,26061,33199
4019,32269,29528
4020,21492,26011
4021,29966,32327
4022,27861,30038
4023,29587,29184
4024,39498,32213
4025,33092,27202
4026,37785,39196
4027,27753,27348
4028,23799,21406
4029,23090,21439
4030,31156,34614
4031,35213,30385
4032,23641,36587
4033,21220,21894
4034,29701,39838
4035,29901,25806
4036,25363,22871
4037,20302,24543
4038,37423,27531
4039,33080,31216
4040,31123,20959
4041,34199,36498
4042,28088,32466
4043,26305,37945
4044,25120,21925
4045,23565,24687
4046,38432,37596
4047,27739,34216
4048,21674,31851
4049,21825,27769
4050,39902,35660
4051,36510,32249
4052,24789,33277
4053,31445,22980
4054,37105,39010
4055,27649,37074
4056,24774,27350
4057,32429,24787
4058,22875,22858
4059,33088,33641
4060,37886,38604
4061,25753,29457
4062,34233,35691
4063,22507,27713
4064,32427,36750
4065,20025,26120
4066,30814,30844
4067,20924,24391
4068,39834,37219
4069,24982,30270
4070,34232,25055
4071,37236,27485
4072,25974,23212
4073,32991,23352
4074,38266,39216
4075,23627,27538
4076,32342,37863
4077,37686,24941
4078,30144,30828
4079,26009,20555
4080,25728,28295
4081,31437,20879
4082,29337,35330
4083,29844,22009
4084,21362,32093
4085,31040,38464
4086,33934,33549
4087,26482,22783
4088,26689,39818
4089,39870,30910
4090,39227,32132
4091,39938,26574
4092,22689,39604
4093,20306,37516
4094,31574,35022
4095,22396,29889
4096,31405,25751
4097,33081,20145
4098,29276,20203
4099,24805,24390
4100,38786,29713
4101,38560,20672
4102,27740,31220
4103,32625,38906
4104,23730,38585
4105,33631,29568
4106,30544,21736
4107,24714,21926
4108,39457,29876
4109,23068,29517
4110,31594,28182
4111,37808,30793
4112,32226,28770
4113,38778,22146
4114,32127,28696
4115,23142,33461
4116,28650,25810
4117,37237,24690
4118,36949,39762
4119,39855,33905
4120,27254,26661
4121,23895,28082
4122,33705,31603
4123,38915,25875
4124,39500,23360
4125,20010,39877
4126,26583,20147
4127,28868,39796
4128,26571,29538
4129,26887,36210
4130,33345,29227
4131,38292,35367
4132,24502,29909
4133,20659,28739
4134,22363,31911
4135,37250,30542
4136,35211,28468
4137,34551,26644
4138,39139,21646
4139,38983,30926
4140,36501,25539
4141,29454,24551
4142,25381,23938
4143,34337,32398
4144,30098,20880
4145,31093,34685
4146,39140,33495
4147,20719,28651
4148,36141,36720
4149,38429,23705
4150,33851,31011
4151,21015,28588
4152,22126,34893
4153,28990,21561
4154,26848,20662
4155,28313,35936
4156,30778,24743
4157,33646,23242
4158,39867,26451
4159,24692,38239
4160,36767,30079
4161,20826,31188
4162,25560,33790
4163,21896,37492
4164,36174,37617
4165,29613,37667
4166,25299,22929
4167,21598,22704
4168,38879,26543
4169,21089,35932
4170,35207,36366
4171,26845,20754
4172,21289,38333
4173,30994,23810
4174,32268,21132
4175,20143,24769
4176,31298,21621
4177,39208,28832
4178,23678,31997
4179,39567,33044
4180,37802,27890
4181,26553,39395
4182,25851,30072
4183,33200,33524
4184,26518,37906
4185,23629,21636
4186,26529,32362
4187,36964,27801
4188,37351,34158
4189,21518,28966
4190,32649,21077
4191,37712,37391
4192,29138,24451
4193,37727,21508
4194,34180,39654
4195,34539,27518
4196,35737,21735
4197,36460,38109
4198,20250,36594
4199,26578,31142
4200,38548,36694
4201,35445,20583
4202,27327,33166
4203,20915,25467
4204,39319,38525
4205,23964,32314
4206,22978,34116
4207,27459,25446
4208,29498,30071
4209,28964,22232
4210,21038,21751
4211,26177,23786
4212,37833,24416
4213,22421,30942
4214,30123,32841
4215,23479,30717
4216,37067,30690
4217,22849,34231
4218,22633,21306
4219,39361,23576
4220,35404,32412
4221,30914,24600
4222,33459,22596
4223,34545,28382
4224,34752,20561
4225,25270,31824
4226,22943,38660
4227,23364,22007
4228,33288,37951
4229,31605,32365
4230,37910,22739
4231,29119,25114
4232,23521,34290
4233,27331,31599
4234,21411,30489
4235,31784,25240
4236,21346,30198
4237,22272,32281
4238,22694,29604
4239,35736,27846
4240,36170,38719
4241,31587,24557
4242,37148,34219
4243,32186,28325
4244,32592,21707
4245,28212,34990
4246,35489,32802
4247,32075,38789
4248,36919,33446
4249,29739,20407
4250,38446,34245
4251,28245,26353
4252,27797,22211
4253,25760,21167
4254,30362,39973
4255,31474,32284
4256,31233,33346
4257,27995,36205
4258,35074,27762
4259,28525,28804
4260,35096,34822
4261,38808,24905
4262,31251,35991
4263,24902,35015
4264,30478,25572
4265,34201,31236
4266,29263,23967
4267,33967,31549
4268,36940,39166
4269,31086,34464
4270,27586,37275
4271,22031,25685
4272,33494,23548
4273,29409,22296
4274,26371,36574
4275,27432,23097
4276,38428,37542
4277,34920,32858
4278,32579,21755
4279,22332,38110
4280,32299,39494
4281,24908,36786
4282,24669,21398
4283,34862,29350
4284,28393,23646
4285,20815,29303
4286,25167,25227
4287,34689,23881
4288,25003,37868
4289,33025,38698
4290,30603,37841
4291,34836,25963
4292,26991,33303
4293,31414,22894
4294,23337,30349
4295,21895,34963
4296,35060,31922
4297,22266,30532
4298,32248,30265
4299,30034,31053
4300,34795,26208
4301,22564,22491
4302,34498,21499
4303,22070,20954
4304,25141,23928
4305,23954,20734
4306,23180,36414
4307,28831,29390
4308,36309,33076
4309,32199,39835
4310,31222,21538
4311,39080,29608
4312,39477,29617
4313,21819,33513
4314,20340,33172
4315,39352,37177
4316,26721,24261
4317,37454,37229
4318,35352,30541
4319,27622,24575
4320,36556,28561
4321,32696,32322
4322,39982,26983
4323,38792,21263
4324,27132,22530
4325,31974,23129
4326,36299,20185
4327,39745,26116
4328,23721,29734
4329,38787,20902
4330,27419,31513
4331,30854,24612
4332,20457,35433
4333,31715,21689
4334,38849,24684
4335,37605,26725
4336,24706,33399
4337,30877,25961
4338,39351,27278
4339,37816,39134
4340,27642,33931
4341,35270,23905
4342,25169,35962
4343,25609,34883
4344,37039,29001
4345,26739,21616
